"race","driver1_name","driver1_avg_lap_ms","driver1_avg_stddev_ms","driver1_lap_cv","driver2_name","driver2_avg_lap_ms","driver2_avg_stddev_ms","driver2_lap_cv","cv_diff"
"Turkish Grand Prix","Giovinazzi","96063.017543859649","2949.381917642286","0.03070257413364806987","Räikkönen","96151.315789473684","3029.111227252586","0.03150358580515860917","0.00080101167151053930"
"Turkish Grand Prix","Ricciardo","96196.035087719298","3133.148194051747","0.03257045044730471429","Norris","95022.689655172414","2746.761648035588","0.02890637655073018924","-0.00366407389657452505"
"Turkish Grand Prix","Russell","96354.719298245614","3167.150982882080","0.03286970276026476003","Latifi","96493.315789473684","4224.680292882252","0.04378210302255066927","0.01091240026228590924"
"Turkish Grand Prix","Schumacher","97917.660714285714","3346.353713178166","0.03417518033792191226","Mazepin","98348.767857142857","3310.397515218714","0.03365977619594841759","-0.00051540414197349467"
"Turkish Grand Prix","Gasly","94972.327586206897","3395.000102772037","0.03574725595400804501","Tsunoda","96289.982456140351","3426.940297591737","0.03558979044525937801","-0.00015746550874866700"
"Turkish Grand Prix","Sainz","95097.051724137931","3944.890247833660","0.04148278181406912613","Leclerc","94860.637931034483","2830.988995239574","0.02984366389458352272","-0.01163911791948560341"
"Turkish Grand Prix","Stroll","95622.775862068966","4417.246483131824","0.04619450171059120252","Vettel","96841.859649122807","9050.645741442581","0.09345799196994831456","0.04726349025935711204"
"United States Grand Prix","Verstappen","101367.000000000000","3809.369029117552","0.03757997207293845137","Pérez","102120.982142857143","3888.840147214130","0.03808071627997102171","0.00050074420703257034"
"United States Grand Prix","Ricciardo","102739.392857142857","3944.381092959136","0.03839210047156616729","Norris","102874.053571428571","4173.429417897089","0.04056833840030762043","0.00217623792874145314"
"United States Grand Prix","Russell","104395.472727272727","4017.120328712290","0.03847983273380819729","Latifi","104972.909090909091","5306.421516087589","0.05055039021060280397","0.01207055747679460668"
"United States Grand Prix","Stroll","104287.145454545455","4062.615465792403","0.03895605204347196003","Vettel","103856.709090909091","4370.274347997809","0.04207984622517134093","0.00312379418169938090"
"United States Grand Prix","Sainz","102858.875000000000","4128.114427864791","0.04013376996262880573","Leclerc","102299.964285714286","3932.138807150798","0.03843734291215097607","-0.00169642705047782966"
"United States Grand Prix","Hamilton","101390.803571428571","4103.043860885556","0.04046761359372215833","Bottas","102797.857142857143","4215.640766257233","0.04100903348985961486","0.00054141989613745653"
"United States Grand Prix","Schumacher","105225.259259259259","4305.720583460703","0.04091907792645160586","Mazepin","106845.648148148148","5630.393267398161","0.05269651469184098114","0.01177743676538937528"
"United States Grand Prix","Giovinazzi","104029.327272727273","4805.958535658069","0.04619811222136026926","Räikkönen","104348.981818181818","4458.838000474800","0.04273005757012465521","-0.00346805465123561405"
