"race","driver1_name","driver1_avg_lap_ms","driver1_avg_stddev_ms","driver1_lap_cv","driver2_name","driver2_avg_lap_ms","driver2_avg_stddev_ms","driver2_lap_cv","cv_diff"
"São Paulo Grand Prix","Ocon","79476.700000000000","12046.77020923","0.15157612494265614954","Alonso","79483.714285714286","11948.93821508","0.15033190537784919049","-0.00124421956480695905"
"São Paulo Grand Prix","Gasly","79243.471428571429","12310.84600011","0.15535470339921648261","Tsunoda","80109.314285714286","10188.96553971","0.12718827555270904783","-0.02816642784650743478"
"São Paulo Grand Prix","Sainz","78798.183098591549","12594.11983009","0.15982754087530616248","Leclerc","78765.746478873239","12634.12257422","0.16040122945586198994","0.00057368858055582746"
"São Paulo Grand Prix","Schumacher","81382.971014492754","13155.54007317","0.16164978876019713482","Mazepin","80841.579710144928","11293.94867436","0.13970470041350151738","-0.02194508834669561744"
"São Paulo Grand Prix","Hamilton","78068.323943661972","13015.93147402","0.16672487401436913927","Bottas","78259.535211267606","12850.01851231","0.16419748057051950754","-0.00252739344384963173"
"São Paulo Grand Prix","Stroll","82164.489361702128","13735.10695084","0.16716597471172383507","Vettel","79544.928571428571","12363.99741456","0.15543413812305534512","-0.01173183658866848995"
"São Paulo Grand Prix","Verstappen","78216.154929577465","13222.37157855","0.16904911255807533681","Pérez","78630.859154929577","13264.37328367","0.16869169975028081932","-0.00035741280779451749"
"São Paulo Grand Prix","Ricciardo","81377.836734693878","14090.52045607","0.17314936131821229874","Norris","79526.528571428571","10135.13255202","0.12744341710976229564","-0.04570594420845000310"
"Saudi Arabian Grand Prix","Stroll","153046.600000000000","226912.85354667","1.4826389710497979","Vettel","161813.363636363636","242469.46660311","1.4984514328989627","0.0158124618491648"
"Saudi Arabian Grand Prix","Ocon","152055.020000000000","226972.15389823","1.4926975373666059","Alonso","155075.489795918367","230338.90924906","1.4853340753731580","-0.0073634619934479"
"Saudi Arabian Grand Prix","Giovinazzi","152672.460000000000","228114.62200074","1.4941438816191211","Räikkönen","155377.102040816327","230328.59667614","1.4823844289207718","-0.0117594526983493"
"Saudi Arabian Grand Prix","Ricciardo","152304.780000000000","227619.22290413","1.4944982219476631","Norris","152729.520000000000","228829.22565647","1.4982645506675461","0.0037663287198830"
"Saudi Arabian Grand Prix","Sainz","152434.480000000000","228307.95091005","1.4977448075399345","Leclerc","152391.860000000000","228296.98591760","1.4980917348052580","0.0003469272653235"
"Saudi Arabian Grand Prix","Gasly","152334.620000000000","228220.48907365","1.4981524821714854","Tsunoda","155069.367346938776","230448.48092485","1.4860993171479479","-0.0120531650235375"
"Saudi Arabian Grand Prix","Hamilton","151502.360000000000","227620.49278468","1.5024220928616558","Bottas","152052.980000000000","228020.68829962","1.4996134130328784","-0.0028086798287774"
"Spanish Grand Prix","Russell","86868.492307692308","6546.421467878168","0.07536013684559452883","Latifi","87044.184615384615","6878.182958393490","0.07901944269781586646","0.00365930585222133763"
"Spanish Grand Prix","Schumacher","87365.500000000000","7019.000123248234","0.08034063930554090574","Mazepin","88144.593750000000","6715.976421389427","0.07619272079734813004","-0.00414791850819277570"
"Spanish Grand Prix","Stroll","86641.030769230769","7661.704660944486","0.08843044216950178186","Vettel","86723.784615384615","7768.756937833402","0.08958046483196538262","0.00115002266246360076"
"Spanish Grand Prix","Ocon","86557.553846153846","7871.199628691394","0.09093602209093791235","Alonso","87049.138461538462","7894.696294975751","0.09069241160225750695","-0.00024361048868040540"
"Spanish Grand Prix","Sainz","85793.181818181818","8119.048274860206","0.09463512254466318704","Leclerc","85489.333333333333","8768.469604797431","0.10256799606341646171","0.00793287351875327467"
"Spanish Grand Prix","Ricciardo","85779.515151515152","8521.664577809313","0.09934381842514753378","Norris","86342.538461538462","7969.051229751497","0.09229577183790275445","-0.00704804658724477933"
"Spanish Grand Prix","Hamilton","84661.818181818182","9635.928702851302","0.11381669930779606753","Bottas","85065.000000000000","8794.681551938080","0.10338778054356174690","-0.01042891876423432063"
"Spanish Grand Prix","Giovinazzi","86894.861538461538","10077.38153440","0.11597212258563222177","Räikkönen","86658.861538461538","7352.999232619561","0.08484994035325633484","-0.03112218223237588693"
"Spanish Grand Prix","Verstappen","84901.833333333333","10019.82026030","0.11801653588516934310","Pérez","85626.530303030303","8558.861795678742","0.09995572359862216525","-0.01806081228654717785"
"Styrian Grand Prix","Verstappen","69562.323943661972","2145.829654899727","0.03084758434231753198","Pérez","70230.408450704225","3098.504019580439","0.04411912286905358601","0.01327153852673605403"
"Styrian Grand Prix","Stroll","71130.300000000000","2215.988184384866","0.03115392715038269205","Vettel","71260.142857142857","2350.077693971385","0.03297885184825758144","0.00182492469787488939"
"Styrian Grand Prix","Ocon","71299.414285714286","2404.670910581895","0.03372637678264490839","Alonso","71144.271428571429","2299.851091092819","0.03232658153512557261","-0.00139979524751933578"
"Styrian Grand Prix","Ricciardo","71278.657142857143","2545.246560680985","0.03570839663238584133","Norris","70632.585714285714","2530.657269798553","0.03582846704827227876","0.00012007041588643743"
"Styrian Grand Prix","Sainz","70732.042857142857","2551.601210469042","0.03607419081083940747","Leclerc","70910.814285714286","3826.509456042709","0.05396228339199312717","0.01788809258115371970"
"Styrian Grand Prix","Giovinazzi","71399.242857142857","2655.656120983900","0.03719445773812187292","Räikkönen","71188.685714285714","2475.195179204113","0.03476950240573700931","-0.00242495533238486361"
"Styrian Grand Prix","Schumacher","72200.884057971014","2713.228907410287","0.03757888761073618960","Mazepin","72806.161764705882","2776.910629653646","0.03814114852844507725","0.00056226091770888765"
"Styrian Grand Prix","Hamilton","70065.746478873239","3033.348129982115","0.04329288250567277381","Bottas","70222.985915492958","2267.270243473779","0.03228672512163231902","-0.01100615738404045479"
"Turkish Grand Prix","Ocon","96049.771929824561","1632.392372491805","0.01699527588347066504","Alonso","96396.631578947368","3891.120494295675","0.04036573094474682743","0.02337045506127616239"
"Turkish Grand Prix","Verstappen","94460.120689655172","2380.095634799681","0.02519683033879860240","Pérez","94785.758620689655","2595.836878274248","0.02738635968154432924","0.00218952934274572684"
"Turkish Grand Prix","Hamilton","94929.568965517241","2653.748822128761","0.02795492332944989863","Bottas","94208.672413793103","2765.977441447069","0.02936011484482082471","0.00140519151537092608"
